LOCATION,Country,INDICATOR,Indicator,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
NLD,Netherlands,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2015,,79.64951,,A,,,,,,,
LVA,Latvia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2015,,46.58937,,A,,,,,,,
COL,Colombia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2015,,68.5365,,A,,,,,,,
ISL,Iceland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2015,,128.3132,,A,,,,,,,
LUX,Luxembourg,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2015,,28.89256,,A,,,,,,,
KOR,Korea,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2015,,52.45921,,A,,,,,,,
FRA,France,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2015,,120.8252,,A,,,,,,,
CZE,Czechia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2015,,51.70708,,A,,,,,,,
CAN,Canada,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2015,,114.4481,,A,,,,,,,
AUS,Australia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2015,,64.02628,,A,,,,,,,
NZL,New Zealand,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2015,,41.83,,A,,,,,,,
GRC,Greece,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2011,,113.5752,,A,,,,,,,
HUN,Hungary,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2011,,95.14099,,A,,,,,,,
LTU,Lithuania,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2011,,45.70202,,A,,,,,,,
USA,United States,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2011,,130.4816,,A,,,,,,,
SWE,Sweden,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2011,,53.82688,,A,,,,,,,
PRT,Portugal,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2011,,109.8804,,A,,,,,,,
JPN,Japan,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2011,,217.9842,,A,,,,,,,
NOR,Norway,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2011,,34.50742,,A,,,,,,,
TUR,Türkiye,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2011,,43.60278,,A,,,,,,,
MEX,Mexico,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2011,,42.26088,,A,,,,,,,
FIN,Finland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2011,,60.8991,,A,,,,,,,
DNK,Denmark,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2011,,60.11121,,A,,,,,,,
BEL,Belgium,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2011,,111.6105,,A,,,,,,,
AUT,Austria,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2011,,91.4737,,A,,,,,,,
GRC,Greece,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2019,,200.8453,,A,,,,,,,
HUN,Hungary,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2019,,83.93861,,A,,,,,,,
USA,United States,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2019,,136.138,,A,,,,,,,
SVK,Slovak Republic,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2019,,62.92839,,A,,,,,,,
PRT,Portugal,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2019,,135.6185,,A,,,,,,,
JPN,Japan,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2019,,234.8006,,A,,,,,,,
NOR,Norway,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2019,,46.36831,,A,,,,,,,
TUR,Türkiye,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2019,,35.14804,,A,,,,,,,
MEX,Mexico,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2019,,49.32837,,A,,,,,,,
FIN,Finland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2019,,75.19491,,A,,,,,,,
DNK,Denmark,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2019,,48.35806,,A,,,,,,,
BEL,Belgium,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2019,,120.4191,,A,,,,,,,
AUT,Austria,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2019,,89.2981,,A,,,,,,,
MEX,Mexico,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2017,,47.33621,,A,,,,,,,
TUR,Türkiye,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2017,,32.27594,,A,,,,,,,
DNK,Denmark,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2017,,48.98525,,A,,,,,,,
BEL,Belgium,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2017,,121.5977,,A,,,,,,,
AUT,Austria,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2017,,96.27682,,A,,,,,,,
FIN,Finland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2017,,77.91702,,A,,,,,,,
LTU,Lithuania,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2017,,47.16714,,A,,,,,,,
IRL,Ireland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2017,,76.23666,,A,,,,,,,
OAVG,OECD - Average,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2017,,79.8,,A,,,,,,,
SVN,Slovenia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2017,,89.8391,,A,,,,,,,
DEU,Germany,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2017,,73.28043,,A,,,,,,,
OECD,OECD - Total,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2017,,106.34,,A,,,,,,,
LTU,Lithuania,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2018,,40.68304,,A,,,,,,,
IRL,Ireland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2018,,74.30979,,A,,,,,,,
HUN,Hungary,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2018,,86.85478,,A,,,,,,,
GRC,Greece,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2018,,199.3717,,A,,,,,,,
OECD,OECD - Total,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2018,,105.6,,A,,,,,,,
ISR,Israel,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2018,,72.11123,,A,,,,,,,
CHL,Chile,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2018,,32.20512,,A,,,,,,,
GBR,United Kingdom,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2018,,117.3613,,A,,,,,,,
ESP,Spain,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2018,,117.4865,,A,,,,,,,
POL,Poland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2018,,66.71268,,A,,,,,,,
NLD,Netherlands,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2018,,65.98909,,A,,,,,,,
ITA,Italy,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2018,,146.9255,,A,,,,,,,
LVA,Latvia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2013,,46.23058,,A,,,,,,,
ISL,Iceland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2013,,151.9402,,A,,,,,,,
AUS,Australia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2013,,55.03674,,A,,,,,,,
LUX,Luxembourg,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2013,,28.03251,,A,,,,,,,
KOR,Korea,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2013,,47.91624,,A,,,,,,,
CZE,Czechia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2013,,55.96956,,A,,,,,,,
CAN,Canada,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2013,,107.7793,,A,,,,,,,
FRA,France,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2013,,112.4676,,A,,,,,,,
NZL,New Zealand,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2013,,42.36,,A,,,,,,,
EST,Estonia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2013,,13.5896,,A,,,,,,,
CHE,Switzerland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2013,,42.99236,,A,,,,,,,
HUN,Hungary,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2013,,97.1972,,A,,,,,,,
GRC,Greece,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2013,,181.3954,,A,,,,,,,
USA,United States,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2020,,159.911,,A,,,,,,,
SVK,Slovak Republic,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2020,,77.58961,,A,,,,,,,
PRT,Portugal,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2020,,157.071,,A,,,,,,,
NOR,Norway,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2020,,52.93371,,A,,,,,,,
JPN,Japan,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2020,,256.9916,,A,,,,,,,
LVA,Latvia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2020,,54.09595,,A,,,,,,,
ISL,Iceland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2020,,114.2282,,A,,,,,,,
CZE,Czechia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2020,,46.98997,,A,,,,,,,
KOR,Korea,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2020,,58.87553,,A,,,,,,,
LUX,Luxembourg,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2020,,32.80059,,A,,,,,,,
FRA,France,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2020,,145.4504,,A,,,,,,,
CAN,Canada,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2020,,146.0698,,A,,,,,,,
AUS,Australia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2020,,91.20518,,A,,,,,,,
LTU,Lithuania,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2020,,55.19823,,A,,,,,,,
CHL,Chile,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2020,,44.19246,,A,,,,,,,
IRL,Ireland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2020,,71.33517,,A,,,,,,,
OECD,OECD - Total,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2016,,108.3,,A,,,,,,,
ISR,Israel,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2016,,77.14128,,A,,,,,,,
CHL,Chile,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2016,,28.38983,,A,,,,,,,
GBR,United Kingdom,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2016,,121.077,,A,,,,,,,
ESP,Spain,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2016,,120.8593,,A,,,,,,,
POL,Poland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2016,,73.41066,,A,,,,,,,
NLD,Netherlands,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2016,,77.60275,,A,,,,,,,
ITA,Italy,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2016,,154.6138,,A,,,,,,,
TUR,Türkiye,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2016,,31.8957,,A,,,,,,,
MEX,Mexico,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2016,,48.30778,,A,,,,,,,
FIN,Finland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2016,,80.45587,,A,,,,,,,
DNK,Denmark,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2016,,51.5063,,A,,,,,,,
AUT,Austria,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2016,,102.5335,,A,,,,,,,
BEL,Belgium,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2016,,127.6495,,A,,,,,,,
NZL,New Zealand,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2016,,40.81,,A,,,,,,,
EST,Estonia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2016,,13.69603,,A,,,,,,,
CHE,Switzerland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2016,,41.64781,,A,,,,,,,
SWE,Sweden,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2016,,61.95905,,A,,,,,,,
OAVG,OECD - Average,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2016,,82.09,,A,,,,,,,
NZL,New Zealand,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2014,,42.18,,A,,,,,,,
EST,Estonia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2014,,13.81369,,A,,,,,,,
CHE,Switzerland,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2014,,42.9258,,A,,,,,,,
OAVG,OECD - Average,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2014,,83.61,,A,,,,,,,
SVN,Slovenia,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2014,,99.68568,,A,,,,,,,
DEU,Germany,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2014,,84.3203,,A,,,,,,,
USA,United States,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2014,,135.5142,,A,,,,,,,
SWE,Sweden,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2014,,64.19322,,A,,,,,,,
SVK,Slovak Republic,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2014,,67.75361,,A,,,,,,,
PRT,Portugal,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2014,,150.745,,A,,,,,,,
NOR,Norway,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2014,,34.48979,,A,,,,,,,
JPN,Japan,GGDEBT,General government debt,TOT,Total,PC_GDP,% of GDP,A,Annual,2014,,234.3806,,A,,,,,,,
